po_number,vendor_id,prd_id,quantity_ordered,unit_cost,order_date
PO-004494,VND-031,404,182,,01/27/2020
PO-004495,VND-028,225,120,,09/23/2018
PO-004496,VND-109,484,179,215.29,2013-05-05
PO-004497,VND-134,605,58,,2019-01-19
PO-004498,VND-011,402,39,324.57,2017-03-20
PO-004499,VND-071,436,128,58.49,2017-02-17
PO-004500,VND-048,228,235,265.55,2017-11-24
PO-004501,VND-115,582,4.0,256.64,2015-06-27
PO-004502,VND-006,492,192,398.74,06/20/2018
PO-004503,VND-090,442,116,498.73,2019-08-10
PO-004504,VND-065,481,92,$51.11,2015-01-20
PO-004505,VND-044,521,17,256.61,01/09/2016
PO-004506,VND-036,577,78,42.22,2014-07-04
PO-004507,VND-102,536,16,$38.82,01/31/2021
PO-004508,,536,197,192.04,2019-10-09
PO-004509,VND-135,560,106,396.09,05/08/2012
PO-004510,VND-090,519,115,314.81,05/27/2018
PO-004511,VND-052,494,35,469.76,2021-08-17
PO-004512,VND-016,418,169,N/A,09/21/2013
PO-004513,VND-023,517,205,$386.9,12/04/2022
PO-004514,VND-092,506,100,188.07,2015-01-21
PO-004515,,488,248,493.71,2016-10-18
PO-004516,VND-086,501,103,316.05,2024-07-27
PO-004517,VND-036,522,1.8,433.47,2012-02-07
PO-004518,VND-106,591,3,283.29,2015-07-04
PO-004519,VND-084,390,16,123.8,2019-08-21
PO-004520,VND-072,525,4.8,$261.26,2014-04-17
PO-004521,VND-019,559,170,359.82,2016-12-23
PO-004522,VND-118,402,16,449.01,12/20/2017
PO-004523,VND-042,588,135,363.39,2023-01-05
PO-004524,VND-007,548,103,449.09,2023-07-07
PO-004525,VND-043,522,27,225.49,2014-11-27
PO-004526,VND-075,290,105,442.2,2021-10-10
PO-004527,VND-065,290,136,102.76,2021-12-18
PO-004528,VND-079,586,102,434.23,2015-11-01
PO-004529,VND-102,582,159,263.75,2020-07-07
PO-004530,VND-054,400,20,94.18,2020-09-05
PO-004531,VND-019,475,167,480,2025-02-10
PO-004532,VND-133,526,216,320.74,2020-11-13
PO-004533,VND-085,378,138,90.4,10/20/2023
PO-004534,VND-009,228,49,39.74,05/24/2014
PO-004535,VND-037,363,123,N/A,05/13/2016
PO-004536,VND-048,490,48,N/A,02/24/2013
PO-004537,VND-079,495,24,$484.13,2023-07-02
PO-004538,VND-065,577,171,414.22,2011-08-02
PO-004539,VND-054,486,142,203.12,2013-03-07
PO-004540,VND-002,444,63,459.54,2018-10-28
PO-004541,VND-013,234,87,362,2014-12-03
PO-004542,VND-083,261,151,182.29,2018-05-06
PO-004543,VND-032,303,123,217.15,2021-01-26
PO-004544,VND-028,406,4.9,$112.12,2013-10-28
PO-004545,VND-120,418,224,257.59,2019-09-17
PO-004546,VND-059,467,219,N/A,03/02/2016
PO-004547,VND-081,539,8,465.78,2017-12-30
PO-004548,VND-120,524,145,18.42,12/19/2013
PO-004549,VND-081,485,157,N/A,07/08/2011
PO-004550,VND-025,478,245,381.8,2013-01-03
PO-004551,VND-091,533,44,291.62,2012-02-15
PO-004552,VND-018,303,5,79.76,2021-10-08
PO-004553,VND-104,562,235,187.7,2022-05-02
PO-004554,VND-042,535,21,493.87,2019-03-30
PO-004555,VND-071,234,10,483.63,2025-02-01
PO-004556,VND-096,479,134,402.91,04/30/2018
PO-004557,VND-038,438,107,182.07,2013-08-28
PO-004558,VND-015,359,89,169.52,2015-03-02
PO-004559,VND-012,604,153,58.34,2024-12-24
PO-004560,VND-008,564,61,37.55,2024-12-09
PO-004561,VND-079,363,4.6,289.1,2018-02-09
PO-004562,VND-005,555,228,N/A,2015-07-30
PO-004563,,603,229,343,2022-08-29
PO-004564,,508,156,317.68,05/03/2020
PO-004565,VND-068,436,1,N/A,2016-12-25
PO-004566,VND-046,432,250,$182.61,2013-08-12
PO-004567,VND-102,400,174,292,2018-09-18
PO-004568,VND-095,548,4.4,258,2023-08-06
PO-004569,VND-096,494,25,287.23,2020-03-27
PO-004570,,495,164,,05/05/2017
PO-004571,VND-088,554,51,315.25,2017-06-27
PO-004572,VND-124,606,113,314.11,2023-12-28
PO-004573,VND-070,495,218,276,01/30/2019
PO-004574,VND-027,565,152,498.33,2011-12-17
PO-004575,VND-021,493,202,319.04,2022-11-29
PO-004576,VND-114,549,2.8,238.39,06/26/2015
PO-004577,VND-129,552,165,262.08,2014-06-10
PO-004578,VND-072,527,20,$131.89,2012-05-19
PO-004579,VND-090,359,4,373.09,2024-04-15
PO-004580,VND-097,508,225,23.42,2016-06-11
PO-004581,VND-091,353,198,74,2019-01-10
PO-004582,VND-015,214,150,166.05,2016-08-16
PO-004583,VND-053,380,93,139.43,2016-08-01
PO-004584,VND-098,605,188,282,2014-06-26
PO-004585,VND-009,566,34,77.1,2012-05-28
PO-004586,VND-016,355,218,484.91,2022-02-17
PO-004587,VND-102,497,35,215,11/06/2011
PO-004588,VND-114,515,145,48.58,2013-12-15
PO-004589,,258,54,349.52,2012-05-09
PO-004590,VND-052,496,161,338,2021-03-14
PO-004591,VND-077,596,50,157.18,2016-07-06
PO-004592,VND-024,400,6,135.6,2017-11-22
PO-004593,VND-028,541,221,390.46,2012-04-01
PO-004594,VND-085,605,187,87,2024-10-06
PO-004595,VND-032,511,244,93.67,2012-07-16
PO-004596,VND-064,483,32,431,04/04/2022
PO-004597,VND-141,499,232,N/A,2024-01-28
PO-004598,VND-047,298,152,487.46,2012-11-19
PO-004599,VND-034,570,36,103.13,2024-12-19
PO-004600,VND-073,532,172,269.7,2014-03-05
PO-004601,VND-086,284,118,201,2011-07-04
PO-004602,VND-034,594,9,171.12,2013-05-21
PO-004603,VND-034,353,246,$192.98,2013-06-30
PO-004604,VND-017,376,17,12.53,2016-02-04
PO-004605,VND-042,488,73,322.89,2012-06-23
PO-004606,VND-051,495,158,70.9,2011-08-16
PO-004607,,579,14,283.86,2021-08-21
PO-004608,VND-101,542,179,204.41,2021-08-11
PO-004609,VND-103,499,2.7,148.53,2017-11-09
PO-004610,VND-061,590,56,255.48,02/17/2021
PO-004611,VND-015,567,128,330.79,12/07/2020
PO-004612,VND-014,258,216,$244.37,02/16/2015
PO-004613,VND-021,363,95,376,2011-03-09
PO-004614,VND-077,290,60,206.11,02/06/2014
PO-004615,VND-055,599,226,157.16,2012-09-01
PO-004616,VND-007,534,155,418,2020-04-08
PO-004617,VND-109,355,127,229.56,2018-05-31
PO-004618,VND-068,359,95,269,2012-05-06
PO-004619,VND-019,436,46,154.66,01/29/2015
PO-004620,VND-040,592,149,N/A,2023-01-23
PO-004621,VND-077,537,7,16.42,2017-04-22
PO-004622,VND-010,537,162,29.3,2021-04-22
PO-004623,VND-107,540,44,468.91,2021-12-06
PO-004624,VND-058,249,138,$393.98,2015-08-06
PO-004625,VND-073,284,135,247.44,2013-08-14
PO-004626,VND-061,528,107,261.35,2015-12-10
PO-004627,VND-033,587,165,55.66,2013-10-24
PO-004628,VND-057,536,73,110.74,2022-08-30
PO-004629,VND-088,500,113,320.2,2025-01-30
PO-004630,VND-099,255,114,417.05,2021-04-28
PO-004631,VND-029,228,19,56.42,05/16/2019
PO-004632,VND-025,499,28,289.48,2013-05-04
PO-004633,VND-019,476,2.3,$457.98,2019-07-26
PO-004634,VND-040,572,111,461.94,2013-05-06
PO-004635,VND-102,479,79,373.48,06/29/2014
PO-004636,VND-008,480,108,287.56,2011-07-13
PO-004637,VND-023,592,4.6,363.47,2014-08-19
PO-004638,VND-125,525,113,21.61,2020-05-28
PO-004639,VND-101,556,185,N/A,2014-08-10
PO-004640,VND-135,210,89,447.33,2015-01-09
PO-004641,VND-099,606,235,130.44,2025-02-03
PO-004642,VND-035,558,19,372.64,11/03/2013
PO-004643,,555,104,152.25,10/29/2014
PO-004644,VND-026,303,31,416.0,2020-03-28
PO-004645,VND-082,402,105,263.89,2024-07-05
PO-004646,VND-093,438,46,250.16,2012-10-22
PO-004647,VND-109,585,2.7,75.99,2017-06-07
PO-004648,VND-083,495,146,203.11,11/09/2024
PO-004649,VND-054,234,199,443.92,2014-09-08
PO-004650,VND-030,538,133,56.4,11/19/2022
PO-004651,VND-025,585,39,276,2011-09-29
PO-004652,VND-064,536,70,264.52,2014-09-08
PO-004653,VND-036,481,157,128.92,2016-06-06
PO-004654,VND-098,398,102,186.38,2013-06-17
PO-004655,VND-034,430,147,70.48,11/29/2013
PO-004656,VND-011,599,213,22.22,2017-09-05
PO-004657,VND-069,566,170,$326.35,2019-07-11
PO-004658,VND-102,243,68,235.13,2017-08-03
PO-004659,VND-062,234,53,390.37,11/10/2024
PO-004660,VND-114,406,71,137.92,2016-04-30
PO-004661,,547,228,47.78,2019-11-29
PO-004662,VND-044,602,61,97.14,2011-09-14
PO-004663,VND-063,284,131,93.95,2024-07-28
PO-004664,VND-025,558,153,74.11,2014-11-04
PO-004665,VND-048,473,19,168.52,08/11/2024
PO-004666,VND-055,505,42,132.89,10/03/2019
PO-004667,VND-114,543,225,219.28,2019-03-02
PO-004668,VND-091,482,1.5,$101.28,2023-07-21
PO-004669,VND-016,500,148,197.59,2019-10-20
PO-004670,VND-005,548,124,211.45,2019-07-31
PO-004671,VND-137,378,94,104.85,2011-07-26
PO-004672,VND-001,568,10,114.95,05/10/2011
PO-004673,VND-016,440,74,92.39,12/09/2016
PO-004674,VND-087,378,186,312.94,02/09/2016
PO-004675,VND-068,516,33,365.82,05/08/2018
PO-004676,VND-071,438,80,238.31,11/12/2019
PO-004677,VND-085,498,27,335.2,07/21/2022
PO-004678,,539,8,282.85,2022-03-29
PO-004679,VND-032,510,113,138.0,2011-06-09
PO-004680,VND-050,564,100,399.64,2013-11-06
PO-004681,VND-021,309,90,163.44,11/11/2021
PO-004682,VND-081,408,48,454.26,2019-10-20
PO-004683,VND-092,511,180,405,2013-03-02
PO-004684,VND-025,485,201,57.59,2011-02-04
PO-004685,VND-099,211,244,234.82,07/15/2020
PO-004686,VND-102,488,123,341.7,2023-11-24
PO-004687,VND-020,578,1.3,63.75,2015-10-05
PO-004688,VND-055,494,221,208.34,2023-01-19
PO-004689,VND-119,540,232,$485.12,2024-01-06
PO-004690,VND-050,500,241,$42.24,06/06/2020
PO-004691,VND-056,559,16,73.27,2019-07-03
PO-004692,VND-080,498,217,227.9,2017-11-14
PO-004693,VND-094,474,76,426.52,2017-01-12
PO-004694,VND-064,530,182,,2015-06-07
PO-004695,VND-026,584,248,405.99,04/03/2014
PO-004696,VND-071,298,224,$290.29,10/03/2021
PO-004697,VND-015,526,9,297.51,2016-10-09
PO-004698,VND-045,217,53,239.61,2016-04-20
PO-004699,VND-045,295,82,367.27,01/16/2018
PO-004700,VND-010,588,20,482.01,08/11/2017
PO-004701,VND-112,430,67,47.13,2019-07-16
PO-004702,VND-030,472,163,450.23,2016-11-03
PO-004703,VND-056,549,37,77.82,2013-06-01
PO-004704,VND-089,561,66,277.77,2023-02-05
PO-004705,VND-048,527,143,477.31,06/28/2022
PO-004706,VND-071,290,46,150.2,2023-08-27
PO-004707,VND-045,473,87,112.41,2013-05-24
PO-004708,VND-031,516,75,N/A,2020-09-22
PO-004709,VND-002,491,58,14.82,04/03/2013
PO-004710,VND-012,363,67,211.71,04/24/2016
PO-004711,VND-110,284,117,$408.57,2019-05-29
PO-004712,VND-053,569,36,223,2011-01-04
PO-004713,VND-037,295,44,37.27,02/27/2014
PO-004714,VND-060,551,162,372.98,05/16/2013
PO-004715,VND-067,476,4.3,411.23,2019-08-21
PO-004716,VND-018,525,84,$133.95,09/23/2018
PO-004717,VND-097,465,188,,2020-09-29
PO-004718,VND-064,363,123,176.12,2016-02-01
PO-004719,VND-081,485,34,331.74,2024-03-17
PO-004720,VND-056,583,56,324.93,2018-11-28
PO-004721,VND-016,436,159,253,2022-09-23
PO-004722,VND-049,547,172,291.58,12/03/2017
PO-004723,VND-064,514,93,198.95,05/22/2021
PO-004724,VND-046,592,70,347.7,2023-11-29
PO-004725,VND-068,303,208,404.78,2020-02-02
PO-004726,VND-047,562,89,315,2015-10-05
PO-004727,VND-058,580,158,390.33,2019-04-14
PO-004728,VND-033,255,188,79.48,2016-11-29
PO-004729,VND-061,558,214,$153.11,2025-01-30
PO-004730,VND-097,359,234,129.95,2018-01-01
PO-004731,VND-064,509,233,477.22,2011-09-29
PO-004732,,225,95,336.52,2016-11-13
PO-004733,VND-109,225,65,,2021-06-08
PO-004734,VND-126,578,147,$246.81,2016-03-11
PO-004735,VND-054,590,197,$455.53,2011-01-04
PO-004736,,398,248,475.55,2017-05-06
PO-004737,VND-037,359,17,259.12,2019-02-18
PO-004738,VND-069,491,180,19.05,2014-02-13
PO-004739,VND-137,598,113,338.85,12/25/2018
PO-004740,VND-009,591,95,124.12,2014-12-16
PO-004741,,566,127,352.61,2024-11-10
PO-004742,VND-040,482,98,109.31,06/14/2019
PO-004743,VND-043,596,88,459.86,2023-07-08
PO-004744,VND-109,249,76,25.37,2017-07-11
PO-004745,VND-106,475,190,292.92,2012-02-06
PO-004746,VND-041,359,175,442.63,09/11/2023
PO-004747,VND-094,576,193,26.02,07/29/2015
PO-004748,VND-099,382,26,268.0,2021-03-07
PO-004749,VND-059,580,43,39,2019-08-03
PO-004750,VND-088,580,173,403.76,2019-06-09
PO-004751,VND-033,548,228,290.71,2012-05-12
PO-004752,VND-020,581,116,161.65,02/21/2011
PO-004753,VND-091,258,156,98.68,2020-06-27
PO-004754,VND-072,510,145,85.46,02/14/2021
PO-004755,VND-096,477,37,39.81,2014-07-08
PO-004756,VND-122,214,154,329.17,2024-12-21
PO-004757,VND-020,543,158,173.3,2019-03-11
PO-004758,,593,57,262.25,2013-01-04
PO-004759,VND-105,485,14,N/A,2018-03-06
PO-004760,VND-072,567,44,280.88,2023-12-06
PO-004761,VND-005,281,5.0,363,06/06/2018
PO-004762,VND-042,488,80,74.9,2019-03-03
PO-004763,VND-110,596,141,N/A,2012-04-11
PO-004764,VND-024,309,116,309.59,2015-03-27
PO-004765,VND-102,570,136,41.85,09/22/2018
PO-004766,VND-095,480,14,245.96,2015-09-07
PO-004767,VND-069,602,117,174.08,07/07/2012
PO-004768,VND-016,384,119,32.61,04/30/2018
PO-004769,VND-090,600,180,94.44,2020-07-24
PO-004770,VND-059,546,45,86.3,2021-06-22
PO-004771,VND-029,438,148,,2014-08-06
PO-004772,VND-051,511,102,292.13,2014-12-21
PO-004773,VND-006,559,146,152.01,04/25/2018
PO-004774,VND-029,604,217,228.67,2022-03-07
PO-004775,VND-057,484,91,455.32,12/07/2014
PO-004776,VND-049,579,128,7.22,2020-10-19
PO-004777,VND-116,249,154,292.63,02/15/2020
PO-004778,VND-123,559,81,437.39,07/24/2018
PO-004779,VND-001,489,109,478.93,2020-04-04
PO-004780,VND-135,549,4.3,206.58,2019-01-04
PO-004781,VND-070,590,213,188.78,2025-02-01
PO-004782,VND-105,528,220,$321.41,2013-04-17
PO-004783,VND-046,400,197,$115.99,2024-10-13
PO-004784,VND-099,482,210,493.67,01/11/2024
PO-004785,VND-045,594,224,234.7,2022-01-18
PO-004786,VND-044,581,173,167.76,2021-07-27
PO-004787,VND-100,549,230,433.52,2023-07-27
PO-004788,VND-087,564,216,$219.46,2017-07-30
PO-004789,VND-089,575,87,277.31,2018-10-23
PO-004790,VND-004,556,17,250.79,2018-03-20
PO-004791,VND-106,258,74,,2023-11-25
PO-004792,VND-005,554,184,435.83,2015-09-16
PO-004793,VND-104,492,100,55.49,2011-01-24
PO-004794,VND-139,590,126,262.31,2017-01-14
PO-004795,VND-101,479,5,85.64,2017-07-10
PO-004796,VND-071,406,238,169,2017-08-08
PO-004797,VND-077,523,85,189.77,2011-10-23
PO-004798,VND-080,434,214,235.61,2013-09-16
PO-004799,VND-081,507,8,354,2020-12-06
PO-004800,VND-016,438,209,409.49,2020-07-03
PO-004801,VND-118,563,199,$296.04,2023-06-26
PO-004802,VND-101,255,150,70.04,2014-08-04
PO-004803,VND-016,505,173,129.65,2024-06-08
PO-004804,VND-089,402,32,89.01,2011-06-20
PO-004805,VND-005,569,67,295.25,09/22/2012
PO-004806,VND-107,530,67,441.0,2024-02-02
PO-004807,VND-066,501,132,137.94,2020-06-28
PO-004808,VND-101,531,136,6.35,2016-06-11
PO-004809,VND-091,586,175,361.82,2012-12-26
PO-004810,VND-092,386,25,87.38,2021-08-12
PO-004811,,529,196,247.39,2020-12-01
PO-004812,VND-034,600,195,$324.71,06/30/2024
PO-004813,VND-025,400,213,75.15,07/15/2012
PO-004814,VND-041,578,62,N/A,2017-11-05
PO-004815,VND-107,553,226,179.86,2022-01-03
PO-004816,VND-021,581,160,12.36,10/09/2011
PO-004817,VND-024,374,25,354.72,2015-03-07
PO-004818,VND-108,303,127,108.76,2016-01-03
PO-004819,VND-101,580,44,404.39,2012-04-30
PO-004820,VND-048,543,105,381.23,2016-01-03
PO-004821,VND-119,384,238,310.05,2025-02-01
PO-004822,VND-012,298,116,31.5,2017-06-15
PO-004823,VND-015,372,118,N/A,2022-07-13
PO-004824,VND-088,572,210,80.42,2020-09-14
PO-004825,VND-034,595,163,N/A,2013-08-10
PO-004826,VND-084,506,177,456,01/27/2017
PO-004827,,372,22,N/A,2018-04-26
PO-004828,VND-082,475,172,,2022-05-30
PO-004829,VND-049,485,38,382.96,2024-04-26
PO-004830,VND-043,363,115,N/A,2016-08-15
PO-004831,VND-001,477,84,145.33,2023-10-06
PO-004832,VND-050,534,18,$370.93,2020-06-07
PO-004833,VND-071,603,171,$152.51,2014-01-07
PO-004834,VND-085,463,65,45.7,05/21/2011
PO-004835,VND-033,562,199,306.64,08/03/2017
PO-004836,VND-031,567,125,499.71,2018-08-19
PO-004837,VND-050,474,42,86.26,2020-11-24
PO-004838,VND-119,544,71,$97.09,2011-01-13
PO-004839,VND-120,526,12,457.43,2015-01-18
PO-004840,VND-066,246,14,N/A,2018-10-01
PO-004841,VND-084,552,143,,04/06/2016
PO-004842,VND-051,386,1,458.45,2015-09-15
PO-004843,VND-094,549,202,210.45,2021-04-26
PO-004844,VND-038,606,26,280.6,2012-12-18
PO-004845,VND-095,558,182,266.25,05/19/2022
PO-004846,VND-026,553,210,,2024-06-29
PO-004847,VND-089,210,49,459.53,2017-05-26
PO-004848,VND-112,489,73,229.6,2018-02-27
PO-004849,VND-087,217,213,,2024-05-12
PO-004850,VND-021,480,212,387.22,11/03/2015
PO-004851,VND-012,584,196,60.24,2011-07-20
PO-004852,VND-032,210,168,$251.49,12/31/2013
PO-004853,VND-070,471,189,245.54,11/09/2017
PO-004854,VND-024,503,208,296.09,11/15/2012
PO-004855,VND-121,355,129,N/A,2012-10-01
PO-004856,VND-038,484,93,23.47,2021-07-23
PO-004857,VND-011,501,232,47.2,01/28/2024
PO-004858,VND-070,557,110,427.96,2023-09-07
PO-004859,VND-008,249,76,389,2013-05-23
PO-004860,VND-016,580,57,73.12,10/24/2020
PO-004861,VND-006,222,221,271.03,2019-04-02
PO-004862,VND-107,531,61,429.52,2018-01-01
PO-004863,VND-076,478,94,433.56,2013-01-16
PO-004864,VND-015,400,20,100.04,2012-01-24
PO-004865,VND-046,355,153,467.44,2021-08-23
PO-004866,VND-099,295,2.4,17.19,2015-08-12
PO-004867,VND-078,595,174,432.57,2021-03-11
PO-004868,VND-118,510,210,$337.84,2014-08-01
PO-004869,VND-059,564,95,299.61,12/29/2015
PO-004870,VND-031,500,237,N/A,2015-08-18
PO-004871,VND-035,521,222,423.28,2015-07-30
PO-004872,VND-068,487,151,403.35,10/22/2021
PO-004873,VND-104,378,194,26.4,2018-07-10
PO-004874,VND-021,503,116,190.84,2020-07-28
PO-004875,VND-090,511,3.7,376.61,2012-11-11
PO-004876,VND-031,261,12,193.14,2021-11-23
PO-004877,VND-026,298,190,474.43,2023-09-12
PO-004878,VND-013,498,4.1,321.47,2015-02-12
PO-004879,VND-057,550,4.4,266.01,2012-05-13
PO-004880,VND-089,444,83,283.11,2018-11-25
PO-004881,VND-079,604,67,368.16,09/30/2024
PO-004882,VND-009,597,78,267.45,01/11/2024
PO-004883,VND-035,559,227,167.26,04/29/2018
PO-004884,VND-089,520,124,,02/28/2021
PO-004885,VND-128,353,2,205.01,2016-03-20
PO-004886,VND-015,353,230,115.11,05/09/2024
PO-004887,VND-056,533,183,310.37,2014-07-24
PO-004888,VND-060,353,0.5,399.41,07/17/2018
PO-004889,VND-089,508,19,$281.95,2019-04-04
PO-004890,VND-103,404,4.0,114.52,2021-02-23
PO-004891,VND-112,514,248,479.11,2012-06-17
PO-004892,VND-091,483,15,249.07,2023-08-29
PO-004893,VND-107,594,182,387.72,2011-04-27
PO-004894,VND-011,298,214,21.76,2024-04-06
PO-004895,,527,68,232.14,2021-11-13
PO-004896,VND-096,465,249,487.48,06/08/2021
PO-004897,VND-085,398,106,,2014-03-19
PO-004898,VND-088,565,209,149.57,2011-05-13
PO-004899,VND-128,440,162,392.34,2021-05-12
PO-004900,VND-052,303,5.0,$406.33,2012-08-07
PO-004901,VND-004,306,1.2,363.83,2022-03-16
PO-004902,VND-030,567,1.0,65.34,11/17/2019
PO-004903,VND-076,261,145,137.96,2012-09-19
PO-004904,VND-064,521,231,37.06,02/12/2011
PO-004905,VND-043,287,206,222,2013-06-19
PO-004906,VND-102,382,146,387.64,01/10/2015
PO-004907,VND-070,571,111,58.73,03/26/2024
PO-004908,,384,65,N/A,11/14/2021
PO-004909,VND-045,237,181,370.72,05/06/2024
PO-004910,VND-091,378,214,$320.07,2012-11-16
PO-004911,VND-086,494,4.8,484.35,2021-06-19
PO-004912,VND-034,505,30,316.53,2014-02-07
PO-004913,VND-018,585,40,13.23,2020-12-05
PO-004914,VND-088,372,1.0,227.56,08/18/2015
PO-004915,VND-072,390,191,10.38,05/14/2021
PO-004916,VND-141,486,59,291.41,2024-10-16
PO-004917,VND-104,521,97,82.55,10/12/2019
PO-004918,VND-090,489,154,490.47,2024-08-26
PO-004919,VND-057,486,153,132.23,01/19/2022
PO-004920,VND-118,477,233,236.55,2018-03-12
PO-004921,VND-114,572,89,87.82,2013-08-24
PO-004922,VND-117,400,218,111.41,01/20/2024
PO-004923,VND-106,506,83,368.15,2014-11-22
PO-004924,VND-043,606,205,217.03,2013-11-15
PO-004925,VND-009,408,8,81.89,2025-01-31
PO-004926,VND-057,493,229,155,2017-09-25
PO-004927,VND-077,400,56,128.17,07/07/2015
PO-004928,VND-030,499,132,$492.99,06/20/2018
PO-004929,VND-100,605,94,$337.07,2022-10-01
PO-004930,VND-108,442,158,60.96,2014-05-03
PO-004931,VND-011,566,94,243.5,2021-06-20
PO-004932,VND-016,287,198,320.17,12/20/2017
PO-004933,VND-111,566,141,182.3,2015-10-02
PO-004934,VND-080,258,230,440.84,2020-01-31
PO-004935,VND-114,600,202,$64.78,04/12/2019
PO-004936,,564,24,324.01,06/11/2012
PO-004937,VND-006,376,58,12.0,2017-08-12
PO-004938,VND-021,524,161,9.22,2019-11-27
PO-004939,VND-028,390,208,369.61,2014-11-19
PO-004940,VND-034,287,118,430.48,2013-04-02
PO-004941,VND-038,353,247,362.0,2021-09-02
PO-004942,VND-109,506,206,193.82,2024-04-11
PO-004943,VND-028,596,191,251.12,2015-06-17
PO-004944,VND-099,562,233,30.3,2014-01-05
PO-004945,VND-078,559,225,399.25,08/23/2021
PO-004946,VND-023,576,210,456.68,2021-11-11
PO-004947,VND-026,483,178,365.4,03/23/2024
PO-004948,VND-002,355,152,63.63,05/25/2014
PO-004949,VND-045,481,145,326.21,2021-08-12
PO-004950,VND-076,507,33,225,2020-11-14
PO-004951,VND-047,471,188,N/A,2015-10-27
PO-004952,VND-090,498,242,170.66,2025-02-07
PO-004953,VND-029,526,125,113.01,2019-04-13
PO-004954,VND-050,545,126,$65.89,01/18/2019
PO-004955,VND-123,361,171,280.81,2013-08-16
PO-004956,VND-087,402,23,291.68,2017-08-05
PO-004957,VND-077,531,5.1,475.71,05/29/2023
PO-004958,VND-096,581,150,32.92,2015-11-03
PO-004959,VND-106,400,41,244.54,2017-04-01
PO-004960,VND-107,432,111,81.33,2017-04-17
PO-004961,VND-077,517,170,240.44,2024-10-28
PO-004962,VND-015,490,169,72.7,2021-08-03
PO-004963,VND-102,500,2.4,56.4,11/10/2020
PO-004964,VND-076,490,189,168.17,11/18/2013
PO-004965,VND-121,556,26,$46.48,2017-07-14
PO-004966,VND-005,398,216,261.36,2023-02-26
PO-004967,VND-104,514,60,371.15,2011-03-22
PO-004968,VND-091,295,91,103.64,11/07/2014
PO-004969,VND-033,568,113,336.73,2020-11-15
PO-004970,VND-043,430,2.8,171.78,2018-03-17
PO-004971,VND-065,484,228,212.95,02/09/2021
PO-004972,VND-070,436,63,91.64,2018-10-08
PO-004973,VND-028,240,189,345.31,06/07/2016
PO-004974,VND-062,252,233,N/A,2020-01-22
PO-004975,VND-007,508,173,260.22,2019-07-25
PO-004976,VND-008,517,105,430.46,2014-04-27
PO-004977,VND-035,537,28,133.54,2014-01-18
PO-004978,,602,51,262.59,2017-02-06
PO-004979,VND-108,509,0.5,331.74,2015-09-20
PO-004980,VND-053,571,228,298.25,2022-07-09
PO-004981,VND-021,532,25,289.97,2024-01-18
PO-004982,VND-075,532,33,169.57,2013-05-16
PO-004983,VND-064,598,108,55.76,2022-10-08
PO-004984,VND-060,585,192,208.69,2022-08-30
PO-004985,VND-094,542,44,453.95,12/09/2012
PO-004986,VND-047,601,243,43.46,2020-01-21
